EventId,Class,Weight
291416,b,5.8780157526900005
269128,b,2.7868240785
113694,b,1.95658008349
225878,b,4.34927091984
297499,b,4.98847587106
342421,b,1.4548484726800002
273300,s,0.0015027048310099999
227848,b,1.55188205701
192552,b,0.7440562472300001
146616,s,0.0015027048310099999
328548,b,0.07389912981499999
297154,b,0.7440562472300001
159549,s,0.0015027048310099999
180342,b,4.8861622622
170425,b,4.65342831146
172546,b,1.4548484726800002
200002,b,5.011943699380001
171487,s,0.018636116672000002
229629,s,0.018636116672000002
102680,s,0.0015027048310099999
134794,b,2.7603484903299997
280856,b,1.79321530901
132249,s,0.0015027048310099999
188686,b,1.68161144262
131170,s,0.0015027048310099999
116700,b,2.37422840133
168331,b,1.10240296116
267805,s,0.018636116672000002
170004,b,2.18332158057
151068,b,1.4548484726800002
119953,b,1.68161144262
256695,s,0.018636116672000002
153681,b,0.0640607773058
329839,s,0.00150187015894
326451,b,0.7440562472300001
321606,b,4.8296761127900005
234289,b,2.29235545431
201251,b,5.30875442307
325726,s,0.018636116672000002
157258,b,1.95068747435
191445,s,0.0015027048310099999
277959,b,4.791345981469999
222212,b,2.73890081394
114151,b,1.4548484726800002
239721,b,2.80303780714
258092,b,0.0640607773058
239469,s,0.018636116672000002
133643,s,0.018636116672000002
246060,b,2.77696312917
208221,b,2.20812789401
109489,s,0.0015027048310099999
149461,b,2.6564697483
336326,b,2.36124461792
313499,b,4.16510368523
193933,s,0.00150187015894
343270,s,0.0015027048310099999
242040,b,4.67779565185
227080,s,0.0015027048310099999
163008,b,0.0640607773058
198105,b,2.42167426914
308047,s,0.018636116672000002
108421,s,0.018636116672000002
252114,s,0.0015027048310099999
180413,b,1.68161144262
122066,b,1.4548484726800002
118419,b,2.21593704674
233288,s,0.0015027048310099999
174352,b,1.3733909471099999
129774,b,0.07389912981499999
230106,b,4.64596170146
274306,s,0.0015027048310099999
281959,b,1.5554258911399998
108839,b,1.68161144262
288196,b,2.03045229165
279896,s,0.0015027048310099999
316901,s,0.0026533113373299996
270435,b,0.939059410419
231446,b,2.14081755558
209455,b,1.68161144262
321714,b,2.06574592255
131889,b,2.39933478661
339717,s,0.0015027048310099999
316882,s,0.018636116672000002
122100,s,0.018636116672000002
217924,b,6.52301982125
190937,b,0.7440562472300001
298483,b,5.47748184412
144427,b,6.37660321018
113955,b,2.7145041277900006
148472,s,0.0015027048310099999
116006,s,0.0026533113373299996
267602,b,1.68161144262
204853,b,4.6261708181
168609,b,1.68161144262
108052,s,0.018636116672000002
171849,b,1.68161144262
153650,s,0.018636116672000002
342112,b,0.7440562472300001
250467,b,0.307169523947
110460,b,0.789461385504
249973,b,2.1716992196200002
292417,b,4.52355691376
276913,b,0.7440562472300001
265321,s,0.018636116672000002
106274,b,0.07389912981499999
105317,s,0.018636116672000002
159573,b,1.19478445324
183594,b,4.56325508859
114533,b,0.307169523947
214981,b,4.5677406709
336306,b,0.7440562472300001
117336,b,2.8874277605299996
257802,b,4.31967398385
280501,b,2.2715674829499997
114519,b,1.4548484726800002
161507,b,5.141295577149999
157236,b,4.64879318869
315734,b,1.68161144262
240574,b,4.08280686991
221641,b,0.7440562472300001
204740,b,4.8887816692
142458,b,2.7353055276099996
128573,b,2.36713164557
232638,b,1.68161144262
241515,b,0.7440562472300001
180029,b,5.2510474085
319251,s,0.0015027048310099999
213899,s,0.0026533113373299996
305367,b,1.68161144262
330344,b,5.03475224572
340149,b,2.37223922099
163222,b,2.66886231435
237185,b,1.2497591626
321963,b,0.07389912981499999
226650,s,0.0015027048310099999
232102,b,1.4548484726800002
250982,b,0.0640607773058
229224,s,0.0015027048310099999
349716,s,0.0015027048310099999
145450,b,0.0640607773058
256704,b,4.401214599049999
305777,b,0.7440562472300001
316061,s,0.0015027048310099999
128697,b,4.8199148608
212295,b,1.68161144262
232194,b,0.7440562472300001
275689,b,4.698191606580001
248889,b,1.9396367991900003
175473,s,0.0015027048310099999
277340,s,0.018636116672000002
323133,b,2.41327011353
202469,s,0.0015027048310099999
113649,s,0.018636116672000002
337610,b,2.20293799448
168104,b,1.9655789786500002
334948,s,0.0015027048310099999
297704,b,0.07389912981499999
269479,b,1.4548484726800002
106943,b,0.309795155685
249471,b,1.7563543586
259603,b,1.3733909471099999
130624,b,1.4548484726800002
184417,b,1.14592781494
334370,b,2.75076898265
243050,b,0.0834140312717
185484,b,0.0713571365583
174621,s,0.018636116672000002
179614,b,2.29927662492
246518,s,0.0015027048310099999
228064,s,0.0015027048310099999
295040,b,0.7440562472300001
211253,b,6.201679919069999
234510,s,0.018636116672000002
306689,s,0.018636116672000002
268698,b,0.92897782176
145294,b,1.4548484726800002
160672,b,2.94288029472
213705,b,0.07389912981499999
304762,b,2.33532423292
185710,s,0.0015027048310099999
131752,b,4.60250940669
319277,b,1.3733909471099999
289701,s,0.018636116672000002
287777,b,2.52895444411
279570,s,0.0015027048310099999
259202,s,0.0015027048310099999
287527,b,2.654453588
137767,s,0.0015027048310099999
330730,b,1.37523831254
158337,b,1.3733909471099999
245203,b,1.4548484726800002
140532,b,1.9347337939200002
206092,b,0.309795155685
287186,b,3.94512230808
142888,s,0.00150187015894
180914,b,4.21513166895
115395,b,4.03411741167
266480,s,0.0026533113373299996
148348,b,1.68161144262
104510,s,0.0026533113373299996
253051,b,1.68161144262
286120,b,1.34987737841
203773,b,0.7440562472300001
260871,s,0.0015027048310099999
268764,s,0.0015027048310099999
322729,b,2.4875968226599996
263113,b,5.6431997881500005
284146,s,0.0015027048310099999
329285,b,1.68161144262
190531,b,2.81272713662
234075,b,4.704360422390001
149714,b,4.84321628869
328359,s,0.018636116672000002
267324,b,2.7908984590900006
149311,b,5.39325053403
139579,b,2.2471895531099997
130381,s,0.018636116672000002
343872,b,0.0713571365583
136851,s,0.0015027048310099999
348583,s,0.018636116672000002
162047,s,0.0015027048310099999
160745,b,4.6738004112
186584,b,0.309795155685
316274,s,0.00150187015894
287860,b,2.44104630547
224223,b,0.0713571365583
248175,s,0.018636116672000002
238996,b,5.73578754828
244804,s,0.018636116672000002
326856,b,1.98819046472
139646,b,4.796326415159999
111011,b,1.68161144262
283211,b,5.15804858274
125554,b,1.12732253869
117978,s,0.0015027048310099999
170355,s,0.018636116672000002
130967,b,0.0834140312717
209546,s,0.00150187015894
200862,b,1.68161144262
278374,b,1.68161144262
140793,b,2.34784125528
227994,b,1.8371670108900002
326513,b,2.98281399768
152936,b,2.6226370163599997
285669,s,0.0015027048310099999
116280,s,0.0015027048310099999
171452,b,2.61966366146
327081,s,0.0015027048310099999
345061,s,0.0015027048310099999
139936,b,4.90056715245
181228,b,2.09875284866
298701,s,0.018636116672000002
156255,b,2.17805797323
291122,s,0.0015027048310099999
304708,b,0.0713571365583
240602,s,0.0015027048310099999
285329,b,4.552225431369999
267539,s,0.018636116672000002
203783,b,4.91507637761
187192,b,2.3359501011400003
218218,s,0.00150187015894
185850,s,0.0015027048310099999
308364,b,4.36692283365
207622,b,0.307169523947
316293,b,2.01980118704
106292,s,0.018636116672000002
220999,b,1.4548484726800002
154834,b,1.0213879485500001
198242,b,0.0834140312717
170296,s,0.018636116672000002
206241,b,1.5516367745100001
304348,b,4.85317586513
186282,b,0.7440562472300001
324514,b,0.309795155685
347286,b,0.0713571365583
193970,b,0.7440562472300001
166400,b,4.32909155382
274641,s,0.0015027048310099999
183579,b,0.309795155685
191188,b,1.8431970463299998
133203,b,2.1787794858700003
292297,s,0.0026533113373299996
184308,b,5.422041482439999
123355,s,0.018636116672000002
160647,b,0.07389912981499999
264151,b,0.0713571365583
325969,b,0.307169523947
313158,b,1.4548484726800002
270375,b,5.55369060632
177202,b,2.2849167335900002
139259,s,0.00150187015894
325187,b,0.307169523947
251501,b,6.01435074965
173924,s,0.018636116672000002
149120,s,0.0015027048310099999
282427,s,0.00150187015894
239584,s,0.0015027048310099999
206475,b,2.3099062639900003
129413,s,0.0015027048310099999
237194,b,2.70363339611
117706,s,0.0015027048310099999
110763,b,1.3733909471099999
283322,b,4.928681149040001
115067,s,0.018636116672000002
312267,b,2.11255925537
232694,b,0.358539992008
271082,b,0.7440562472300001
341996,b,1.26814455044
148654,b,0.0834140312717
114622,b,0.07389912981499999
335700,b,2.94237131231
333851,s,0.018636116672000002
268127,s,0.0015027048310099999
334722,b,4.39225827246
180326,b,0.0713571365583
120577,b,0.7440562472300001
198855,b,1.68161144262
245030,s,0.0015027048310099999
255281,s,0.018636116672000002
239762,b,4.5711467231
270244,s,0.0015027048310099999
253319,b,2.7584572267799996
210411,b,2.4058377425599997
255131,b,1.32928114352
153329,b,2.9257304351099997
309735,b,2.62650410507
101197,b,0.307169523947
323993,b,0.07389912981499999
219669,b,0.07389912981499999
143273,s,0.0026533113373299996
179640,b,4.87699348524
155024,b,1.68161144262
177297,s,0.018636116672000002
227552,s,0.018636116672000002
194388,s,0.018636116672000002
190521,b,1.68161144262
153617,b,0.0713571365583
279532,s,0.018636116672000002
324637,b,0.309795155685
317056,s,0.018636116672000002
346425,b,1.68161144262
213636,b,1.68161144262
204367,b,2.93215005352
341811,b,5.03729716525
101499,b,2.6990868816400004
340520,b,2.06618596516
276249,s,0.018636116672000002
212357,s,0.0015027048310099999
201011,s,0.018636116672000002
244635,b,2.75466891106
183465,s,0.018636116672000002
246135,b,4.3917133165
143530,b,1.9422406298
301504,b,1.8689890157700002
255772,b,0.789461385504
153104,b,4.64013834865
155624,b,1.55730604819
323685,s,0.0015027048310099999
170267,s,0.0026533113373299996
150207,b,1.68161144262
134481,s,0.018636116672000002
336320,s,0.018636116672000002
187997,s,0.0015027048310099999
305301,b,1.96838005884
290800,s,0.0015027048310099999
294949,s,0.0015027048310099999
215339,b,5.18264242973
266210,s,0.0015027048310099999
316330,s,0.018636116672000002
273090,b,4.68196045836
324284,s,0.0026533113373299996
296520,b,0.7440562472300001
146347,b,1.68161144262
277751,b,6.48110967021
257744,b,2.05536758552
173245,s,0.00150187015894
252675,b,4.4232235618699995
244750,s,0.018636116672000002
204098,s,0.0015027048310099999
127954,b,2.18294477845
155970,s,0.0015027048310099999
127459,s,0.018636116672000002
262561,s,0.018636116672000002
279915,b,3.38782793444
271607,s,0.018636116672000002
179074,b,2.18010362463
236316,s,0.0015027048310099999
116602,b,0.309795155685
244694,b,2.26861569471
199904,b,2.69147796911
198449,s,0.00150187015894
306735,b,2.64678828949
235152,s,0.018636116672000002
316477,s,0.018636116672000002
258798,b,1.8540534420800001
274775,b,0.7440562472300001
231770,b,2.23089554012
158298,b,1.8212619428799999
256652,s,0.0015027048310099999
125215,s,0.018636116672000002
257898,b,1.3733909471099999
220176,b,4.75335558876
231958,s,0.0015027048310099999
230360,s,0.0015027048310099999
291730,s,0.018636116672000002
140419,b,1.68161144262
168060,b,0.7440562472300001
330515,s,0.018636116672000002
110438,b,2.1872224929299997
174317,b,2.04549387552
222724,s,0.0015027048310099999
155974,s,0.0015027048310099999
316674,b,1.68161144262
191341,b,4.8611034237099995
112169,b,1.68161144262
345456,b,0.07389912981499999
324544,s,0.0015027048310099999
248321,b,2.21008602634
252597,b,4.75412420179
165698,s,0.018636116672000002
307739,b,2.3323262858700002
345042,b,1.68161144262
236022,s,0.018636116672000002
226632,b,4.78524258802
125768,b,2.44758116777
113836,b,0.7440562472300001
123317,s,0.018636116672000002
135157,s,0.0015027048310099999
132434,b,4.77139045547
240732,b,5.16457391366
301242,b,1.4548484726800002
344678,s,0.018636116672000002
253586,s,0.0015027048310099999
290270,b,1.68161144262
257460,s,0.018636116672000002
116349,b,4.95233421136
208699,s,0.0026533113373299996
192498,b,0.307169523947
329441,s,0.00150187015894
209060,s,0.0015027048310099999
179695,b,4.699135476
340596,b,0.0713571365583
126043,s,0.018636116672000002
167044,b,0.0713571365583
192101,b,4.64075116986
154549,b,0.0713571365583
337242,b,2.8097548353400006
264683,b,4.27237260704
264499,b,4.44068860903
123240,b,2.13223872866
115125,b,2.48373867839
346414,s,0.018636116672000002
190495,b,1.4297852791499999
219953,b,2.18082680194
321507,b,2.40071627869
134691,b,6.321219233130001
101185,s,0.0015027048310099999
139898,s,0.0015027048310099999
145554,b,0.7440562472300001
139421,b,3.01223812673
190398,b,2.47391165875
344677,s,0.018636116672000002
179081,s,0.0015027048310099999
166721,s,0.018636116672000002
277728,b,2.20252772534
235704,b,4.51974792633
100795,b,3.02953996929
103694,s,0.0026533113373299996
228553,s,0.0015027048310099999
238412,s,0.0015027048310099999
184558,s,0.0015027048310099999
245902,b,4.53340492788
316243,s,0.0015027048310099999
330928,s,0.018636116672000002
126490,b,1.4548484726800002
249976,b,0.789461385504
178744,b,0.0713571365583
117967,s,0.018636116672000002
153299,b,0.7440562472300001
114708,b,5.29925728555
278883,b,0.309795155685
204910,b,0.07389912981499999
209631,b,1.6062424550499999
248939,b,1.4548484726800002
146110,s,0.018636116672000002
143457,b,7.01111228584
195206,b,2.1776615915099997
177443,b,4.86020022861
349381,s,0.018636116672000002
343238,b,1.64666046887
136961,b,3.5122929080800005
182858,b,1.12709850862
170137,b,5.08415338845
241997,s,0.0015027048310099999
155771,b,6.81873775073
180423,b,0.307169523947
118381,b,2.50079831886
270858,b,1.68161144262
215699,b,5.5055528353400005
348407,s,0.0015027048310099999
128241,s,0.0015027048310099999
228107,b,2.15390321275
196795,s,0.0015027048310099999
106576,b,2.1671006367900003
108939,s,0.0015027048310099999
122733,s,0.0015027048310099999
160035,b,0.309795155685
232461,s,0.00150187015894
235228,b,1.3733909471099999
296387,b,4.12630564954
175105,b,2.7699515342
289844,b,5.480764628709999
101635,b,3.8803231846699995
112118,b,6.02413292825
261856,b,0.358539992008
172208,b,0.07389912981499999
241646,s,0.0015027048310099999
200240,b,4.07584789456
342888,s,0.0026533113373299996
204682,b,1.97060178447
146341,b,4.350710626830001
201573,b,1.1080992487899999
100256,b,2.62113825439
250896,b,4.642837920530001
157358,s,0.018636116672000002
335679,b,0.358539992008
188057,b,3.1015559335900003
325996,b,2.7112719392400004
234231,s,0.0015027048310099999
344433,s,0.0015027048310099999
194885,b,4.83683533081
142781,s,0.018636116672000002
162547,b,2.11745870465
332369,b,5.30277687161
347504,b,1.68161144262
256531,b,4.185222197330001
331893,s,0.018636116672000002
155302,b,2.0447268478200002
230211,b,1.94575533675
293549,s,0.018636116672000002
327363,b,1.4548484726800002
200379,b,1.4548484726800002
143687,s,0.0015027048310099999
273719,b,1.68161144262
253980,b,7.11740401541
288071,b,1.68161144262
348026,b,2.30786826646
155391,b,4.97420305555
204943,s,0.0015027048310099999
344038,s,0.0015027048310099999
291300,b,1.8641149867200002
304136,s,0.0015027048310099999
181018,b,2.4445281854400003
296975,b,3.9355974453500004
170900,b,1.68161144262
192314,s,0.0015027048310099999
150550,b,0.7440562472300001
282027,s,0.018636116672000002
248221,b,1.68161144262
262662,b,6.21386212263
346471,s,0.0015027048310099999
152030,s,0.018636116672000002
129464,b,5.2175063815
149405,b,2.0613959025999997
257436,s,0.018636116672000002
304496,b,1.9727223373500002
222739,b,0.309795155685
180371,b,0.07389912981499999
222598,b,0.7440562472300001
293037,s,0.0015027048310099999
269969,s,0.018636116672000002
270626,b,0.307169523947
151513,b,2.54588089927
105799,b,0.07389912981499999
242175,b,2.7095052862299998
110049,b,6.5885748276600005
101116,s,0.00150187015894
232552,b,0.428897603818
153910,b,4.39068712344
141447,s,0.0026533113373299996
284941,s,0.0015027048310099999
101398,s,0.018636116672000002
114430,s,0.018636116672000002
214735,s,0.018636116672000002
305029,b,2.87491184742
258104,b,0.7440562472300001
166325,b,0.7440562472300001
253740,s,0.0015027048310099999
250135,b,1.8698133011200002
169508,s,0.00150187015894
136578,b,2.10918639995
186910,b,1.4548484726800002
314985,b,0.358539992008
159352,b,3.08609031089
126629,b,1.68161144262
103915,b,2.54579405932
146476,s,0.0015027048310099999
135828,b,1.68161144262
160462,b,2.0273895263
248624,s,0.0015027048310099999
285275,b,2.0438265508
330553,s,0.0015027048310099999
204022,b,1.3733909471099999
186933,b,6.58354217775
269597,s,0.0015027048310099999
303978,b,6.61385867191
109254,b,4.63908594299
122324,s,0.00150187015894
127900,b,3.82564411572
113662,s,0.0015027048310099999
181373,s,0.0015027048310099999
297884,s,0.018636116672000002
101543,b,4.81622887966
285739,b,0.7440562472300001
183867,b,2.15250240368
254826,b,1.0138407354799999
207580,s,0.00150187015894
323036,b,2.4062979054099998
109481,s,0.0015027048310099999
121609,b,4.54466221639
252167,b,4.07564889514
200202,s,0.0015027048310099999
239510,b,0.0640607773058
232428,b,5.879969513430001
287612,b,2.25756611442
143017,s,0.018636116672000002
305575,s,0.0015027048310099999
127261,b,0.7440562472300001
176649,s,0.0015027048310099999
317352,b,0.0713571365583
158815,b,6.52873440716
156351,s,0.018636116672000002
337092,b,1.68161144262
321881,s,0.0015027048310099999
152948,b,0.307169523947
257379,s,0.0015027048310099999
285139,b,1.68161144262
293961,b,0.997135994444
178330,b,2.67733410006
134406,b,5.02776174684
132440,b,0.7440562472300001
234453,b,1.68161144262
329005,s,0.0015027048310099999
246469,b,2.6233907534
171653,b,4.67278405961
246885,b,0.309795155685
217481,b,1.68161144262
172376,s,0.0015027048310099999
144354,s,0.018636116672000002
152974,b,4.81383502582
222959,b,0.0640607773058
194693,s,0.018636116672000002
188226,b,5.96431096588
181289,b,2.20001793018
325381,b,1.68161144262
283061,b,2.05724361564
205001,b,1.68161144262
340486,s,0.00150187015894
116894,b,1.68161144262
135979,s,0.018636116672000002
208198,b,4.5151504116600005
321827,b,0.0713571365583
100790,b,1.83191784248
273798,s,0.0015027048310099999
213622,b,1.68161144262
303205,b,0.07389912981499999
298797,b,2.83864591069
158128,b,4.57215716931
175005,b,2.5249107032900002
167941,b,4.76533235748
243883,b,7.239671479760001
338617,b,2.0646875301400005
202514,b,2.4945361351599997
300922,b,5.08631483982
292108,b,0.7440562472300001
349251,b,0.7440562472300001
184504,b,4.6731256407699995
326492,b,2.65253092537
175659,b,2.28245233386
160786,s,0.018636116672000002
134507,s,0.018636116672000002
197401,b,2.7562750490900005
118597,b,0.0640607773058
316055,s,0.0015027048310099999
215280,b,1.9703456371999999
306788,s,0.00150187015894
176558,s,0.0015027048310099999
109017,s,0.018636116672000002
186438,b,5.00931003712
115973,s,0.018636116672000002
222363,b,4.516663128259999
114053,s,0.018636116672000002
311355,s,0.0015027048310099999
190434,b,1.4548484726800002
163374,b,0.309795155685
312601,b,5.85708924576
238758,b,5.8210055796
135144,s,0.0015027048310099999
147844,s,0.0015027048310099999
168074,b,0.309795155685
134090,b,5.27955187516
241789,b,4.7566026078300006
339439,b,1.68161144262
164035,b,2.53160289397
140598,b,0.7440562472300001
318703,b,6.2904955561
205323,b,1.3733909471099999
181620,b,2.07855689246
332126,b,2.92209488667
263420,b,4.42411446776
295795,b,0.307169523947
205379,b,2.00106946551
266740,b,0.7440562472300001
150595,b,4.87834661156
177452,b,1.97744540563
301731,b,0.0640607773058
179848,b,0.07389912981499999
233981,b,2.04977578012
290928,b,2.95330445351
140554,b,1.00765530876
305177,b,5.87604017117
281906,b,5.70647363171
306522,b,0.358539992008
160813,s,0.0015027048310099999
175488,b,0.7440562472300001
329949,b,1.68161144262
313841,b,0.7440562472300001
274627,b,4.31444298934
233466,s,0.018636116672000002
303549,s,0.0015027048310099999
336337,s,0.018636116672000002
202872,b,5.2003577627499995
170139,b,1.0277900455700002
318720,s,0.0015027048310099999
197652,b,0.0713571365583
332110,b,5.08114481147
106660,s,0.018636116672000002
119837,b,1.8654277857
108325,s,0.018636116672000002
279639,b,0.309795155685
295897,b,0.7440562472300001
289381,b,4.45029661146
149327,s,0.0015027048310099999
220442,s,0.0015027048310099999
145426,b,4.48474947956
134438,s,0.018636116672000002
330963,b,2.13109764395
185408,b,1.05712728539
193977,s,0.018636116672000002
160960,s,0.0015027048310099999
145274,b,0.309795155685
330065,s,0.0015027048310099999
244069,s,0.0015027048310099999
158237,b,1.9325614535
261744,b,1.68161144262
114556,s,0.018636116672000002
260127,s,0.0015027048310099999
303437,b,1.4548484726800002
125468,b,4.99839141219
267269,b,1.68161144262
121295,b,0.0834140312717
296622,s,0.018636116672000002
229574,s,0.00150187015894
326086,b,2.1458706579299998
344224,s,0.018636116672000002
105810,s,0.0015027048310099999
102193,b,2.39414161587
199946,b,5.90425441146
143918,b,1.65774333024
318761,b,4.94939183874
327871,s,0.018636116672000002
290085,b,0.07389912981499999
196938,s,0.018636116672000002
150215,b,4.47961322699
217258,s,0.018636116672000002
273299,s,0.0015027048310099999
154027,b,2.44631510313
297903,s,0.0015027048310099999
199479,b,0.7440562472300001
279687,s,0.0015027048310099999
111267,s,0.0015027048310099999
347140,b,0.07389912981499999
178063,b,4.01562416377
209029,b,3.19183859936
298662,s,0.0015027048310099999
267043,b,6.463080579730001
194570,b,1.4548484726800002
113279,b,0.996760750713
334813,s,0.018636116672000002
278937,s,0.018636116672000002
281537,s,0.0015027048310099999
297712,b,2.1153288199599998
329145,b,5.3233600484
228774,b,4.60809818009
165172,s,0.0015027048310099999
281076,b,5.34621770282
201949,b,0.309795155685
151787,b,4.56541139759
248707,b,2.8066039365499997
197280,b,2.17380167087
144446,b,5.5928778462599995
103963,b,4.33157297639
179890,b,1.68161144262
115295,b,0.7440562472300001
318373,b,4.51914246671
265697,b,0.307169523947
167321,s,0.0015027048310099999
267593,b,2.5364504742
241101,b,2.87558520832
246349,b,4.292391127619999
295562,b,1.40639309671
239652,s,0.018636116672000002
188896,b,7.15571207915
256634,b,2.4086501719999998
313653,b,2.1107162879900003
187839,b,4.20060818997
105567,s,0.0015027048310099999
112077,b,5.54274882864
139472,s,0.0015027048310099999
338987,s,0.018636116672000002
185064,s,0.018636116672000002
287757,s,0.0015027048310099999
262063,b,6.94066264642
330779,b,1.4548484726800002
154200,b,1.68161144262
261981,s,0.018636116672000002
281050,b,1.4548484726800002
174515,b,1.68161144262
320186,b,2.06076408597
327207,s,0.018636116672000002
313529,b,4.53444840333
166934,s,0.018636116672000002
281060,s,0.018636116672000002
256265,s,0.018636116672000002
240161,b,1.9765984171400002
236251,b,2.2431850848
187928,s,0.0015027048310099999
246458,b,2.0699691267800002
274198,b,2.2340528951599996
139180,b,0.7440562472300001
335146,s,0.018636116672000002
271745,b,5.778252298530001
295184,b,1.2464417933299998
237350,b,1.82996980284
141997,b,1.91020059635
160025,s,0.0015027048310099999
322956,s,0.0015027048310099999
238293,s,0.018636116672000002
182077,b,1.51939373326
270168,s,0.018636116672000002
232553,b,1.68161144262
303746,b,4.804418714780001
333019,s,0.0015027048310099999
308018,b,2.7987387237199997
127071,b,4.98645836823
105314,b,4.72382340909
141398,s,0.0015027048310099999
